"ward.D","single","complete","average","mcquitty","median","centroid","ward.D2"
1,0.227157843663716,0.525869707378361,0.430860751634915,0.264432590383249,0.157261790405348,0.310184102758572,0.543226560733716
0.227157843663716,1,0.475302830753572,0.798043471598951,0.514608116235439,0.863873082606049,0.860730400897255,0.334810289332324
0.525869707378361,0.475302830753572,1,0.631816219763967,0.56899565775964,0.346753451616524,0.562035576713473,0.521897073658125
0.430860751634915,0.798043471598951,0.631816219763967,1,0.600711515973936,0.691613164294446,0.836360143785047,0.528714788833443
0.264432590383249,0.514608116235439,0.56899565775964,0.600711515973936,1,0.408919388297793,0.535365165466575,0.416356219959278
0.157261790405348,0.863873082606049,0.346753451616524,0.691613164294446,0.408919388297793,1,0.804935792414991,0.217895064431363
0.310184102758572,0.860730400897255,0.562035576713473,0.836360143785047,0.535365165466575,0.804935792414991,1,0.406566316742177
0.543226560733716,0.334810289332324,0.521897073658125,0.528714788833443,0.416356219959278,0.217895064431363,0.406566316742177,1
